Type,Invoice Date,Invoice No,Due Date,Customer,Source Code,Global Tax calculation,Product/Service,Product/Service Quantity,Product/Service Unit Price,Product/Service Tax Rate,Product/Service Tax Amount,Product/Service Class,Currency Code,Exchange Rate,Amount,Total Invoice Amount,Status
Invoice,2025-01-30T00:00:00,JTW101365,,Bindara Group,,TaxInclusive,1 HOURS LABOUR,1.0,110.0,GST,0,,,,110.0,2237.6,Closed
Invoice,2025-02-01T00:00:00,JTW101366,,MBE POINT COOK,,TaxInclusive,GSM ALARM MONITORING ,1.0,45.1,GST,0,,,,45.1,45.1,Closed
Invoice,2025-02-01T00:00:00,JTW101367,,New Plumbing Solutions ,,TaxInclusive,GSM ALARM MONITORING ,2.0,43.64,GST,0,,,,87.28,96.01,Closed
Invoice,2025-02-01T00:00:00,JTW101368,,Ausgroup Alliance,,TaxInclusive,GSM ALARM MONITORING ,1.0,45.0,GST,0,,,,45.0,49.5,Closed
Invoice,2025-02-01T00:00:00,JTW101369,,DINEAMIC,,TaxInclusive,GSM ALARM MONITORING ,1.0,41.5,GST,0,,,,41.5,45.65,Closed
Invoice,2025-02-01T00:00:00,JTW101370,,Marcel Harvey,,TaxInclusive,GSM ALARM MONITORING ,1.0,34.2,GST,0,,,,34.2,37.62,Closed
Invoice,2025-02-01T00:00:00,JTW101371,,Locksmith Services ,,TaxInclusive,GSM ALARM MONITORING ,1.0,50.0,GST,0,,,,50.0,55.0,Closed
Invoice,2025-02-01T00:00:00,JTW101372,,Ultra Fine Foods Victoria Office,,TaxInclusive,GSM ALARM MONITORING ,1.0,48.0,GST,0,,,,48.0,48.0,Closed
Invoice,2025-02-01T00:00:00,JTW101373,,Palliative Care South East Ltd.,,TaxInclusive,GSM ALARM MONITORING ,3.0,48.56,GST,0,,,,145.68,160.25,Closed
Invoice,2025-02-02T00:00:00,JTW101374,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,3952.3,Closed
Invoice,2025-02-02T00:00:00,JTW101374,,Cardinia Shire Council,,TaxInclusive,,1.0,690.0,GST,0,,,,690.0,3952.3,Closed
Invoice,2025-02-02T00:00:00,JTW101374,,Cardinia Shire Council,,TaxInclusive,,2.0,284.0,GST,0,,,,568.0,3952.3,Closed
Invoice,2025-02-02T00:00:00,JTW101374,,Cardinia Shire Council,,TaxInclusive,,2.0,598.0,GST,0,,,,1196.0,3952.3,Closed
Invoice,2025-02-02T00:00:00,JTW101374,,Cardinia Shire Council,,TaxInclusive,INSTALLATION ,1.0,800.0,GST,0,,,,800.0,3952.3,Closed
Invoice,2025-02-02T00:00:00,JTW101374,,Cardinia Shire Council,,TaxInclusive,,1.0,239.0,GST,0,,,,239.0,3952.3,Closed
Invoice,2025-02-02T00:00:00,JTW101375,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-02T00:00:00,JTW101375,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-02T00:00:00,JTW101376,,Cardinia Shire Council,,TaxInclusive,,1.0,125.0,GST,0,,,,125.0,434.5,Closed
Invoice,2025-02-02T00:00:00,JTW101376,,Cardinia Shire Council,,TaxInclusive,,6.0,45.0,GST,0,,,,270.0,434.5,Closed
Invoice,2025-02-02T00:00:00,JTW101377,,Cardinia Shire Council,,TaxInclusive,SALTO XS4 2.0 ETHERNET ONLINE ,1.0,1529.41,GST,0,,,,1529.41,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101377,,Cardinia Shire Council,,TaxInclusive,SALTO XS4 2.0 ETHERNET AUX. CU,1.0,764.73,GST,0,,,,764.73,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101377,,Cardinia Shire Council,,TaxInclusive,,4.0,570.5,GST,0,,,,2282.0,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101377,,Cardinia Shire Council,,TaxInclusive,Double RIK Bollard (Colour: Ye,1.0,1044.0,GST,0,,,,1044.0,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101377,,Cardinia Shire Council,,TaxInclusive,INSTALLATION ,1.0,3500.0,GST,0,,,,3500.0,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101377,,Cardinia Shire Council,,TaxInclusive,"CS 5 Amp Power Supply, with AC",1.0,199.0,GST,0,,,,199.0,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101377,,Cardinia Shire Council,,TaxInclusive,12V 7.0Ah Sealed Lead Acid Bat,1.0,39.0,GST,0,,,,39.0,10293.95,Closed
Invoice,2025-02-02T00:00:00,JTW101378,,Heidelberg Primary School,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,2611.11,Closed
Invoice,2025-02-02T00:00:00,JTW101378,,Heidelberg Primary School,,TaxInclusive,,2.0,745.07,GST,0,,,,1490.14,2611.11,Closed
Invoice,2025-02-02T00:00:00,JTW101378,,Heidelberg Primary School,,TaxInclusive,Bluenet option per door ,2.0,166.95,GST,0,,,,333.9,2611.11,Closed
Invoice,2025-02-02T00:00:00,JTW101378,,Heidelberg Primary School,,TaxInclusive,SALTO WIRELESS RF NODE suit BL,1.0,155.0,GST,0,,,,155.0,2611.11,Closed
Invoice,2025-02-02T00:00:00,JTW101378,,Heidelberg Primary School,,TaxInclusive,SALTO ESCUTCHEON INSTALL,2.0,60.0,GST,0,,,,120.0,2611.11,Closed
Invoice,2025-02-02T00:00:00,JTW101378,,Heidelberg Primary School,,TaxInclusive,NODE INSTALL ,1.0,98.0,GST,0,,,,98.0,2611.11,Closed
Invoice,2025-02-02T00:00:00,JTW101378,,Heidelberg Primary School,,TaxInclusive,SALTO COVER PLATES SUIT XS4 ON,2.0,38.35,GST,0,,,,76.7,2611.11,Closed
Invoice,2025-02-02T00:00:00,JTW101379,,Killester College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,165.0,Closed
Invoice,2025-02-02T00:00:00,JTW101379,,Killester College,,TaxInclusive,1 HOURS LABOUR,0.5,100.0,GST,0,,,,50.0,165.0,Closed
Invoice,2025-02-02T00:00:00,JTW101380,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,906.85,Closed
Invoice,2025-02-02T00:00:00,JTW101380,,Cardinia Shire Council,,TaxInclusive,,1.0,745.07,GST,0,,,,596.06,906.85,Closed
Invoice,2025-02-02T00:00:00,JTW101380,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTCHEON INSTALL,1.0,90.0,GST,0,,,,90.0,906.85,Closed
Invoice,2025-02-02T00:00:00,JTW101380,,Cardinia Shire Council,,TaxInclusive,SALTO COVER PLATES SUIT XS4 ON,1.0,38.35,GST,0,,,,38.35,906.85,Closed
Invoice,2025-02-02T00:00:00,JTW101381,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,906.85,Closed
Invoice,2025-02-02T00:00:00,JTW101381,,Cardinia Shire Council,,TaxInclusive,,1.0,745.07,GST,0,,,,596.06,906.85,Closed
Invoice,2025-02-02T00:00:00,JTW101381,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTCHEON INSTALL,1.0,90.0,GST,0,,,,90.0,906.85,Closed
Invoice,2025-02-02T00:00:00,JTW101381,,Cardinia Shire Council,,TaxInclusive,SALTO COVER PLATES SUIT XS4 ON,1.0,38.35,GST,0,,,,38.35,906.85,Closed
Invoice,2025-02-02T00:00:00,JTW101382,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,906.85,Closed
Invoice,2025-02-02T00:00:00,JTW101382,,Cardinia Shire Council,,TaxInclusive,,1.0,745.07,GST,0,,,,596.06,906.85,Closed
Invoice,2025-02-02T00:00:00,JTW101382,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTCHEON INSTALL,1.0,90.0,GST,0,,,,90.0,906.85,Closed
Invoice,2025-02-02T00:00:00,JTW101382,,Cardinia Shire Council,,TaxInclusive,SALTO COVER PLATES SUIT XS4 ON,1.0,38.35,GST,0,,,,38.35,906.85,Closed
Invoice,2025-02-03T00:00:00,JTW101383,,Saints College,,TaxInclusive,NCoder - Proximity card encode,1.0,1141.63,GST,0,,,,1141.63,1255.79,Closed
Invoice,2025-02-03T00:00:00,JTW101384,,Catherine McAuley College,,TaxInclusive,SALTO MIFARE 1K FOB BLU FRAME ,1.0,110.5,GST,0,,,,110.5,138.05,Closed
Invoice,2025-02-03T00:00:00,JTW101384,,Catherine McAuley College,,TaxInclusive,POSTAGE,1.0,15.0,GST,0,,,,15.0,138.05,Closed
Invoice,2025-02-03T00:00:00,JTW101385,,Minaret College,,TaxInclusive,STANDARD ONSITE CHARGE,3.0,100.0,GST,0,,,,300.0,8129.0,Closed
Invoice,2025-02-03T00:00:00,JTW101385,,Minaret College,,TaxInclusive,CHANGE AND MAINTENACE,86.0,80.0,GST,0,,,,6880.0,8129.0,Closed
Invoice,2025-02-03T00:00:00,JTW101385,,Minaret College,,TaxInclusive,SALTO ESCUTHEON BATTERY ,6.0,35.0,GST,0,,,,210.0,8129.0,Closed
Invoice,2025-02-05T00:00:00,JTW101386,,Cardinia Shire Council,,TaxInclusive,CARD - SWBL83/45QAKSC PADLOCK ,1.0,168.0,GST,0,,,,168.0,184.8,Closed
Invoice,2025-02-05T00:00:00,JTW101387,,Excel Strata Managers Pty Ltd,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-05T00:00:00,JTW101387,,Excel Strata Managers Pty Ltd,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-05T00:00:00,JTW101388,,Harkaway Hills College,,TaxInclusive,,2.0,1119.51,GST,0,,,,2239.02,3181.82,Closed
Invoice,2025-02-05T00:00:00,JTW101388,,Harkaway Hills College,,TaxInclusive, D/LATCH 530-12 SC 60MM B/SET,2.0,44.0,GST,0,,,,88.0,3181.82,Closed
Invoice,2025-02-05T00:00:00,JTW101388,,Harkaway Hills College,,TaxInclusive,Bluenet option per door ,2.0,183.65,GST,0,,,,367.3,3181.82,Closed
Invoice,2025-02-05T00:00:00,JTW101388,,Harkaway Hills College,,TaxInclusive,SALTO ESCUTCHEON INSTALL,2.0,66.0,GST,0,,,,132.0,3181.82,Closed
Invoice,2025-02-05T00:00:00,JTW101388,,Harkaway Hills College,,TaxInclusive,SALTO WIRELESS RF NODE suit BL,1.0,170.5,GST,0,,,,170.5,3181.82,Closed
Invoice,2025-02-05T00:00:00,JTW101388,,Harkaway Hills College,,TaxInclusive,NODE INSTALL ,1.0,185.0,GST,0,,,,185.0,3181.82,Closed
Invoice,2025-02-05T00:00:00,JTW101389,,Jacana School for Autism,,TaxInclusive,POSTAGE,1.0,12.0,GST,0,,,,12.0,256.3,Closed
Invoice,2025-02-05T00:00:00,JTW101389,,Jacana School for Autism,,TaxInclusive,SALTO MIFARE 1K FOB BLU FRAME ,2.0,110.5,GST,0,,,,221.0,256.3,Closed
Invoice,2025-02-06T00:00:00,JTW101390,,COCKATOO PRIMARY SCHOOL ,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,236.5,Closed
Invoice,2025-02-06T00:00:00,JTW101390,,COCKATOO PRIMARY SCHOOL ,,TaxInclusive,LOCKWOOD PRIMARY LOCK 3572 SC,1.0,115.0,GST,0,,,,115.0,236.5,Closed
Invoice,2025-02-06T00:00:00,JTW101391,,Minaret College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1413.9,Closed
Invoice,2025-02-06T00:00:00,JTW101391,,Minaret College,,TaxInclusive,,1.0,843.66,GST,0,,,,843.66,1413.9,Closed
Invoice,2025-02-06T00:00:00,JTW101391,,Minaret College,,TaxInclusive,,1.0,21.7,GST,0,,,,21.7,1413.9,Closed
Invoice,2025-02-06T00:00:00,JTW101391,,Minaret College,,TaxInclusive,1 HOURS LABOUR,3.0,100.0,GST,0,,,,300.0,1413.9,Closed
Invoice,2025-02-06T00:00:00,JTW101391,,Minaret College,,TaxInclusive,,8.0,2.5,GST,0,,,,20.0,1413.9,Closed
Invoice,2025-02-06T00:00:00,JTW101392,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,250.0,GST,0,,,,250.0,2895.75,Closed
Invoice,2025-02-06T00:00:00,JTW101392,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,125.0,GST,0,,,,125.0,2895.75,Closed
Invoice,2025-02-06T00:00:00,JTW101392,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,120.0,GST,0,,,,120.0,2895.75,Closed
Invoice,2025-02-06T00:00:00,JTW101392,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,150.0,GST,0,,,,150.0,2895.75,Closed
Invoice,2025-02-06T00:00:00,JTW101392,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,62.5,GST,0,,,,62.5,2895.75,Closed
Invoice,2025-02-06T00:00:00,JTW101392,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,62.5,GST,0,,,,62.5,2895.75,Closed
Invoice,2025-02-06T00:00:00,JTW101392,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,212.5,GST,0,,,,212.5,2895.75,Closed
Invoice,2025-02-06T00:00:00,JTW101392,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,375.0,GST,0,,,,375.0,2895.75,Closed
Invoice,2025-02-06T00:00:00,JTW101392,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,1187.5,GST,0,,,,1187.5,2895.75,Closed
Invoice,2025-02-06T00:00:00,JTW101392,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,1.0,87.5,GST,0,,,,87.5,2895.75,Closed
Invoice,2025-02-06T00:00:00,JTW101393,,Cardinia Shire Council,,TaxInclusive,,4.0,80.0,GST,0,,,,320.0,704.0,Closed
Invoice,2025-02-06T00:00:00,JTW101393,,Cardinia Shire Council,,TaxInclusive,,4.0,80.0,GST,0,,,,320.0,704.0,Closed
Invoice,2025-02-06T00:00:00,JTW101394,,Cardinia Shire Council,,TaxInclusive,,3.0,90.0,GST,0,,,,270.0,462.0,Closed
Invoice,2025-02-06T00:00:00,JTW101394,,Cardinia Shire Council,,TaxInclusive,,1.0,150.0,GST,0,,,,150.0,462.0,Closed
Invoice,2025-02-06T00:00:00,JTW101395,,Aquinas College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,187.0,Closed
Invoice,2025-02-06T00:00:00,JTW101395,,Aquinas College,,TaxInclusive,DESCRIPTION,1.0,70.0,GST,0,,,,70.0,187.0,Closed
Invoice,2025-02-06T00:00:00,JTW101396,,North Ringwood Tennis Club,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,433.4,Closed
Invoice,2025-02-06T00:00:00,JTW101396,,North Ringwood Tennis Club,,TaxInclusive,,1.0,194.0,GST,0,,,,194.0,433.4,Closed
Invoice,2025-02-06T00:00:00,JTW101396,,North Ringwood Tennis Club,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,433.4,Closed
Invoice,2025-02-06T00:00:00,JTW101397,,Cockatoo Neighbourhood House,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-06T00:00:00,JTW101397,,Cockatoo Neighbourhood House,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-06T00:00:00,JTW101398,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-06T00:00:00,JTW101398,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-12T00:00:00,JTW101399,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,4654.75,Closed
Invoice,2025-02-12T00:00:00,JTW101399,,Cardinia Shire Council,,TaxInclusive,SWBLA5590QAKSC,19.0,175.0,GST,0,,,,3325.0,4654.75,Closed
Invoice,2025-02-12T00:00:00,JTW101399,,Cardinia Shire Council,,TaxInclusive,CARD - RCUT BI-LOCK,5.0,29.5,GST,0,,,,147.5,4654.75,Closed
Invoice,2025-02-12T00:00:00,JTW101399,,Cardinia Shire Council,,TaxInclusive,EL6000SC60,1.0,159.09,GST,0,,,,159.09,4654.75,Closed
Invoice,2025-02-12T00:00:00,JTW101399,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,5.0,100.0,GST,0,,,,500.0,4654.75,Closed
Invoice,2025-02-12T00:00:00,JTW101400,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-12T00:00:00,JTW101400,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-12T00:00:00,JTW101401,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,272.75,Closed
Invoice,2025-02-12T00:00:00,JTW101401,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,272.75,Closed
Invoice,2025-02-12T00:00:00,JTW101401,,Cardinia Shire Council,,TaxInclusive,,1.0,47.95,GST,0,,,,47.95,272.75,Closed
Invoice,2025-02-12T00:00:00,JTW101402,,Saints College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,2153.17,Closed
Invoice,2025-02-12T00:00:00,JTW101402,,Saints College,,TaxInclusive,,1.0,1017.74,GST,0,,,,1017.74,2153.17,Closed
Invoice,2025-02-12T00:00:00,JTW101402,,Saints College,,TaxInclusive,SALTO PPD - USB PORTABLE PROGR,1.0,769.69,GST,0,,,,769.69,2153.17,Closed
Invoice,2025-02-12T00:00:00,JTW101402,,Saints College,,TaxInclusive,SALTO ESCUTCHEON INSTALL,1.0,70.0,GST,0,,,,70.0,2153.17,Closed
Invoice,2025-02-12T00:00:00,JTW101403,,Saints College,,TaxInclusive,,2.0,333.0,GST,0,,,,666.0,732.6,Closed
Invoice,2025-02-12T00:00:00,JTW101404,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1421.2,Closed
Invoice,2025-02-12T00:00:00,JTW101404,,Cardinia Shire Council,,TaxInclusive,DESCRIPTION,1.0,100.0,GST,0,,,,100.0,1421.2,Closed
Invoice,2025-02-12T00:00:00,JTW101404,,Cardinia Shire Council,,TaxInclusive,RESET LOCK,12.0,66.0,GST,0,,,,792.0,1421.2,Closed
Invoice,2025-02-12T00:00:00,JTW101404,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,3.0,100.0,GST,0,,,,300.0,1421.2,Closed
Invoice,2025-02-12T00:00:00,JTW101405,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-12T00:00:00,JTW101405,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-12T00:00:00,JTW101406,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-12T00:00:00,JTW101406,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-12T00:00:00,JTW101407,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-12T00:00:00,JTW101407,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-12T00:00:00,JTW101408,,Blackburn English Language School,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-12T00:00:00,JTW101408,,Blackburn English Language School,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-12T00:00:00,JTW101409,,Minaret College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,3271.17,Closed
Invoice,2025-02-12T00:00:00,JTW101409,,Minaret College,,TaxInclusive,,2.0,1016.47,GST,0,,,,2032.94,3271.17,Closed
Invoice,2025-02-12T00:00:00,JTW101409,,Minaret College,,TaxInclusive,SALTO COVER PLATES SUIT XS4 ON,2.0,55.0,GST,0,,,,110.0,3271.17,Closed
Invoice,2025-02-12T00:00:00,JTW101409,,Minaret College,,TaxInclusive,LOCKWOOD PRIMARY LOCK 3572 SC,2.0,115.0,GST,0,,,,230.0,3271.17,Closed
Invoice,2025-02-12T00:00:00,JTW101409,,Minaret College,,TaxInclusive,Bluenet option per door ,3.0,166.95,GST,0,,,,500.85,3271.17,Closed
Invoice,2025-02-12T00:00:00,JTW101410,,Alba Thermal Springs,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1338.12,Closed
Invoice,2025-02-12T00:00:00,JTW101410,,Alba Thermal Springs,,TaxInclusive,,1.0,1016.47,GST,0,,,,1016.47,1338.12,Closed
Invoice,2025-02-12T00:00:00,JTW101410,,Alba Thermal Springs,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,1338.12,Closed
Invoice,2025-02-12T00:00:00,JTW101411,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-12T00:00:00,JTW101411,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-17T00:00:00,JTW101412,,Windermere,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-17T00:00:00,JTW101412,,Windermere,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-02-18T00:00:00,JTW101413,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTHEON BATTERY ,305.0,12.5,GST,0,,,,3812.5,4193.75,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,110.0,GST,0,,,,82.5,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,SALTO XS4 ONE BLE ESCUTCHEON w,15.0,1100.0,GST,0,,,,12375.0,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,SALTO XS4 ONE key overide Escu,2.0,1265.0,GST,0,,,,1897.5,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,SALTO XS4 2.0 Mullion Reader i,9.0,605.143704,GST,0,,,,4084.72,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,"CS 5 Amp Power Supply, with AC",1.0,218.893333,GST,0,,,,164.17,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,12V 7.0Ah Sealed Lead Acid Bat,1.0,24.2,GST,0,,,,18.15,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,SALTO XS4 BLE LOCKER LOCK suit,36.0,540.1,GST,0,,,,14582.7,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,INSTALLATION ,36.0,104.5,GST,0,,,,2821.5,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,INSTALLATION ,1.0,4180.0,GST,0,,,,3135.0,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,SALTO ESCUTCHEON INSTALL,20.0,88.0,GST,0,,,,1320.0,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,Bosch 360 Degree Low Profile C,13.0,209.0,GST,0,,,,2037.75,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,INSTALLATION ,1.0,3960.0,GST,0,,,,2970.0,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,"HIKVISION, 6MP HD-IP Outdoor T",9.0,253.0,GST,0,,,,1707.75,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,"Hanwha Wisenet Wave Server, 16",1.0,3520.0,GST,0,,,,2640.0,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,Hanwha Wisenet WAVE 1x IP Came,9.0,225.500741,GST,0,,,,1522.13,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,PLA-FGSW2624HPS4,1.0,935.0,GST,0,,,,701.25,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,,9.0,996.379259,GST,0,,,,6725.56,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,INSTALLATION ,1.0,2090.0,GST,0,,,,1567.5,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,,8.0,159.5,GST,0,,,,957.0,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,,1.0,355.013333,GST,0,,,,266.26,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,,1.0,281.6,GST,0,,,,211.2,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,,1.0,262.893333,GST,0,,,,197.17,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,,2.0,93.5,GST,0,,,,140.25,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,,1.0,579.706667,GST,0,,,,434.78,87496.42,Closed
Invoice,2025-02-18T00:00:00,JTW101414,,Melbcon Pty Ltd ,,TaxInclusive,UB150ZRIMBB6,5.0,796.952,GST,0,,,,2988.57,87496.42,Closed
